itle,Type,Genre,ReleaseYear,Rating,Duration,Country,Score,Decade,ScoreColor,isSeries
Title 313,Movie,Romance,1990,TV-MA,2 Seasons,Canada,1,1990,"#CC3300",false
Title 314,Movie,Documentary,1979,TV-14,1 Seasons,Germany,4,1970,"#32CC00",false
Title 315,TV Show,Documentary,1983,TV-MA,65 min,South Korea,5,1980,"#00FF00",true
Title 316,Movie,Comedy,2004,R,3 Seasons,Japan,0,2000,"#FF0000",false
Title 317,TV Show,Horror,1954,TV-14,71 min,United States,3,1950,"#659900",true
Title 318,TV Show,Sci-Fi,1956,TV-PG,70 min,South Korea,3,1950,"#659900",true
Title 319,Movie,Comedy,2006,G,1 Seasons,Germany,4,2000,"#32CC00",false
Title 320,TV Show,Documentary,2013,TV-PG,92 min,India,3,2010,"#659900",true
Title 321,Movie,Horror,1967,TV-14,124 min,Australia,3,1960,"#659900",true
Title 322,Movie,Romance,1988,TV-PG,178 min,United Kingdom,2,1980,"#996600",true
Title 323,Movie,Horror,1982,TV-14,116 min,South Korea,0,1980,"#FF0000",true
Title 324,TV Show,Drama,2021,R,173 min,Canada,4,2020,"#32CC00",true
Title 325,TV Show,Thriller,1991,PG-13,88 min,Japan,3,1990,"#659900",true
Title 326,Movie,Action,2001,TV-MA,76 min,United Kingdom,2,2000,"#996600",true
Title 327,Movie,Comedy,2014,TV-PG,3 Seasons,Canada,4,2010,"#32CC00",false
Title 328,TV Show,Action,2015,TV-14,96 min,Australia,4,2010,"#32CC00",true
Title 329,Movie,Comedy,2013,R,168 min,United Kingdom,4,2010,"#32CC00",true
Title 330,TV Show,Romance,1995,G,139 min,Germany,5,1990,"#00FF00",true
Title 331,TV Show,Romance,1956,TV-PG,3 Seasons,Canada,5,1950,"#00FF00",false
Title 332,TV Show,Horror,1955,PG-13,116 min,Canada,4,1950,"#32CC00",true
Title 333,Movie,Documentary,1954,PG,2 Seasons,Australia,1,1950,"#CC3300",false
Title 334,Movie,Thriller,1993,PG-13,3 Seasons,Germany,4,1990,"#32CC00",false
Title 335,Movie,Documentary,2005,PG-13,3 Seasons,United States,4,2000,"#32CC00",false
Title 336,Movie,Drama,1989,TV-PG,3 Seasons,Canada,4,1980,"#32CC00",false
Title 337,Movie,Drama,1957,TV-MA,2 Seasons,Canada,3,1950,"#659900",false
Title 338,TV Show,Thriller,1969,TV-MA,1 Seasons,United Kingdom,3,1960,"#659900",false
Title 339,TV Show,Sci-Fi,1957,TV-PG,3 Seasons,United States,5,1950,"#00FF00",false
Title 340,Movie,Drama,2003,R,2 Seasons,Germany,2,2000,"#996600",false
Title 341,TV Show,Thriller,1976,TV-14,116 min,Germany,1,1970,"#CC3300",true
Title 342,Movie,Thriller,1973,PG-13,94 min,Australia,3,1970,"#659900",true
Title 343,Movie,Drama,1969,TV-MA,1 Seasons,Australia,5,1960,"#00FF00",false
Title 344,TV Show,Action,1979,TV-PG,2 Seasons,India,2,1970,"#996600",false
Title 345,Movie,Comedy,2013,PG-13,115 min,United Kingdom,0,2010,"#FF0000",true
Title 346,TV Show,Documentary,1997,TV-MA,65 min,United Kingdom,3,1990,"#659900",true
Title 347,Movie,Thriller,1992,G,1 Seasons,United Kingdom,3,1990,"#659900",false
Title 348,TV Show,Drama,1970,G,151 min,South Korea,4,1970,"#32CC00",true
Title 349,Movie,Romance,2008,TV-MA,1 Seasons,United States,2,2000,"#996600",false
Title 350,TV Show,Sci-Fi,2020,TV-MA,1 Seasons,Australia,1,2020,"#CC3300",false
Title 351,Movie,Thriller,1953,PG,1 Seasons,India,4,1950,"#32CC00",false
Title 352,TV Show,Documentary,2010,TV-PG,76 min,Germany,5,2010,"#00FF00",true
Title 353,TV Show,Drama,1951,G,3 Seasons,United States,3,1950,"#659900",false
Title 354,TV Show,Documentary,1966,TV-PG,107 min,Germany,0,1960,"#FF0000",true
Title 355,TV Show,Thriller,1990,TV-PG,1 Seasons,Australia,3,1990,"#659900",false
Title 356,Movie,Romance,2007,TV-14,3 Seasons,South Korea,1,2000,"#CC3300",false
Title 357,Movie,Thriller,1983,PG,131 min,South Korea,5,1980,"#00FF00",true
Title 358,Movie,Action,1953,TV-14,68 min,Canada,2,1950,"#996600",true
Title 359,TV Show,Romance,1950,G,3 Seasons,Japan,4,1950,"#32CC00",false
Title 360,Movie,Comedy,1979,TV-14,1 Seasons,South Korea,1,1970,"#CC3300",false
Title 361,TV Show,Drama,1998,PG,131 min,Japan,5,1990,"#00FF00",true
Title 362,Movie,Comedy,1953,R,1 Seasons,Australia,2,1950,"#996600",false
Title 363,TV Show,Romance,1981,TV-14,3 Seasons,South Korea,5,1980,"#00FF00",false
Title 364,TV Show,Thriller,2003,PG,1 Seasons,Australia,4,2000,"#32CC00",false
Title 365,Movie,Thriller,1966,PG-13,153 min,Germany,2,1960,"#996600",true
Title 366,TV Show,Drama,1958,TV-PG,1 Seasons,Canada,0,1950,"#FF0000",false
Title 367,Movie,Comedy,1969,PG-13,90 min,India,5,1960,"#00FF00",true
Title 368,TV Show,Thriller,2012,TV-14,65 min,Japan,5,2010,"#00FF00",true
Title 369,Movie,Documentary,1982,R,179 min,Germany,2,1980,"#996600",true
Title 370,Movie,Thriller,2009,R,131 min,Canada,3,2000,"#659900",true
Title 371,Movie,Romance,1950,TV-14,148 min,South Korea,5,1950,"#00FF00",true
Title 372,TV Show,Drama,1988,PG,3 Seasons,India,5,1980,"#00FF00",false
Title 373,TV Show,Drama,1978,TV-14,70 min,Australia,3,1970,"#659900",true
Title 374,TV Show,Horror,2007,R,158 min,United Kingdom,5,2000,"#00FF00",true
Title 375,Movie,Action,1989,G,121 min,India,0,1980,"#FF0000",true
Title 376,Movie,Drama,1968,PG,101 min,Canada,0,1960,"#FF0000",true
Title 377,Movie,Romance,1999,TV-MA,2 Seasons,Germany,3,1990,"#659900",false
Title 378,TV Show,Documentary,2010,R,81 min,India,5,2010,"#00FF00",true
Title 379,TV Show,Documentary,1983,R,107 min,Germany,1,1980,"#CC3300",true
Title 380,Movie,Thriller,2004,TV-14,153 min,Germany,1,2000,"#CC3300",true
Title 381,Movie,Documentary,1990,PG-13,3 Seasons,United Kingdom,1,1990,"#CC3300",false
Title 382,TV Show,Action,1970,PG,104 min,South Korea,2,1970,"#996600",true
Title 383,Movie,Drama,1964,R,1 Seasons,Canada,4,1960,"#32CC00",false
Title 384,TV Show,Romance,1979,PG,102 min,United States,4,1970,"#32CC00",true
Title 385,TV Show,Documentary,1980,G,143 min,South Korea,4,1980,"#32CC00",true
Title 386,Movie,Action,2009,R,130 min,United Kingdom,5,2000,"#00FF00",true
Title 387,TV Show,Documentary,1967,TV-14,1 Seasons,United Kingdom,3,1960,"#659900",false
Title 388,TV Show,Documentary,1968,G,96 min,Canada,4,1960,"#32CC00",true
Title 389,Movie,Comedy,1961,TV-MA,1 Seasons,Australia,0,1960,"#FF0000",false
Title 390,TV Show,Drama,1997,TV-14,2 Seasons,Canada,3,1990,"#659900",false
Title 391,Movie,Horror,1979,R,3 Seasons,United States,3,1970,"#659900",false
Title 392,Movie,Action,1962,PG-13,87 min,Japan,1,1960,"#CC3300",true
Title 393,Movie,Comedy,1993,R,2 Seasons,South Korea,4,1990,"#32CC00",false
Title 394,Movie,Romance,2009,TV-MA,92 min,United States,3,2000,"#659900",true
Title 395,TV Show,Horror,2014,TV-MA,77 min,India,5,2010,"#00FF00",true
Title 396,TV Show,Horror,2010,TV-MA,149 min,Australia,4,2010,"#32CC00",true
Title 397,Movie,Drama,2005,TV-14,172 min,Canada,5,2000,"#00FF00",true
Title 398,TV Show,Thriller,1958,G,2 Seasons,United Kingdom,4,1950,"#32CC00",false
Title 399,TV Show,Action,1997,TV-PG,2 Seasons,South Korea,0,1990,"#FF0000",false
Title 400,Movie,Documentary,2014,TV-MA,3 Seasons,Canada,3,2010,"#659900",false
Title 401,Movie,Sci-Fi,1967,TV-14,1 Seasons,Germany,0,1960,"#FF0000",false
Title 402,TV Show,Action,1973,G,73 min,United Kingdom,3,1970,"#659900",true
Title 403,TV Show,Drama,1988,TV-MA,1 Seasons,India,1,1980,"#CC3300",false
Title 404,Movie,Comedy,2002,TV-14,146 min,United States,1,2000,"#CC3300",true
Title 405,Movie,Sci-Fi,1999,G,65 min,Australia,5,1990,"#00FF00",true
Title 406,Movie,Drama,1995,PG-13,174 min,Japan,4,1990,"#32CC00",true
Title 407,Movie,Action,1981,TV-MA,95 min,Germany,0,1980,"#FF0000",true
Title 408,Movie,Drama,2016,G,3 Seasons,Australia,5,2010,"#00FF00",false
Title 409,Movie,Thriller,2023,PG-13,63 min,India,3,2020,"#659900",true
Title 410,Movie,Documentary,1984,TV-14,178 min,United Kingdom,5,1980,"#00FF00",true
Title 411,Movie,Romance,1950,TV-MA,2 Seasons,Japan,2,1950,"#996600",false
Title 412,Movie,Drama,1968,TV-MA,63 min,South Korea,4,1960,"#32CC00",true
Title 413,Movie,Comedy,1999,G,160 min,India,2,1990,"#996600",true
Title 414,Movie,Thriller,1993,TV-14,3 Seasons,United States,3,1990,"#659900",false
Title 415,Movie,Thriller,1973,TV-PG,1 Seasons,Australia,5,1970,"#00FF00",false
Title 416,TV Show,Drama,1964,TV-PG,88 min,Canada,5,1960,"#00FF00",true
Title 417,TV Show,Thriller,2011,TV-MA,3 Seasons,United Kingdom,1,2010,"#CC3300",false
Title 418,TV Show,Sci-Fi,2020,TV-MA,108 min,Australia,4,2020,"#32CC00",true
Title 419,TV Show,Action,2010,PG-13,3 Seasons,Germany,4,2010,"#32CC00",false
Title 420,TV Show,Horror,1964,R,128 min,Japan,2,1960,"#996600",true
Title 421,TV Show,Comedy,1987,PG-13,3 Seasons,Australia,2,1980,"#996600",false
Title 422,Movie,Horror,1968,R,172 min,South Korea,0,1960,"#FF0000",true
Title 423,Movie,Horror,2000,G,3 Seasons,Australia,5,2000,"#00FF00",false
Title 424,TV Show,Comedy,2003,TV-PG,60 min,Canada,3,2000,"#659900",true
Title 425,Movie,Thriller,2019,TV-PG,2 Seasons,United Kingdom,1,2010,"#CC3300",false
Title 426,TV Show,Action,2008,PG-13,2 Seasons,Australia,3,2000,"#659900",false
Title 427,TV Show,Drama,1981,TV-14,2 Seasons,South Korea,3,1980,"#659900",false
Title 428,Movie,Action,1985,PG,86 min,Japan,5,1980,"#00FF00",true
Title 429,Movie,Horror,1970,TV-PG,90 min,United States,3,1970,"#659900",true
Title 430,TV Show,Horror,1956,TV-MA,1 Seasons,Germany,1,1950,"#CC3300",false
Title 431,Movie,Comedy,2005,G,1 Seasons,United States,1,2000,"#CC3300",false
Title 432,Movie,Action,1999,TV-PG,98 min,Australia,4,1990,"#32CC00",true
Title 433,TV Show,Comedy,1979,PG,3 Seasons,India,4,1970,"#32CC00",false
Title 434,TV Show,Thriller,1970,TV-14,2 Seasons,United Kingdom,3,1970,"#659900",false
Title 435,TV Show,Horror,1984,PG-13,1 Seasons,Germany,1,1980,"#CC3300",false
Title 436,Movie,Comedy,1990,TV-PG,3 Seasons,South Korea,1,1990,"#CC3300",false
Title 437,TV Show,Action,1987,PG-13,2 Seasons,Canada,3,1980,"#659900",false
Title 438,TV Show,Thriller,1964,R,114 min,Japan,2,1960,"#996600",true
Title 439,TV Show,Thriller,1966,PG-13,3 Seasons,Canada,2,1960,"#996600",false
Title 440,TV Show,Comedy,1954,TV-PG,3 Seasons,Germany,0,1950,"#FF0000",false
Title 441,TV Show,Action,2005,TV-PG,1 Seasons,United States,2,2000,"#996600",false
Title 442,TV Show,Drama,1950,G,2 Seasons,United States,0,1950,"#FF0000",false
Title 443,TV Show,Thriller,1986,TV-14,3 Seasons,United Kingdom,1,1980,"#CC3300",false
Title 444,TV Show,Horror,1972,G,90 min,United Kingdom,3,1970,"#659900",true
Title 445,TV Show,Thriller,1980,PG,76 min,Germany,0,1980,"#FF0000",true
Title 446,TV Show,Horror,1983,R,95 min,India,1,1980,"#CC3300",true
Title 447,TV Show,Thriller,1966,TV-MA,75 min,Germany,3,1960,"#659900",true
Title 448,Movie,Thriller,1954,PG,152 min,United Kingdom,0,1950,"#FF0000",true
Title 449,TV Show,Comedy,1989,TV-MA,116 min,Australia,0,1980,"#FF0000",true
Title 450,Movie,Drama,2007,TV-14,3 Seasons,India,4,2000,"#32CC00",false
Title 451,TV Show,Comedy,1950,TV-PG,1 Seasons,Germany,5,1950,"#00FF00",false
Title 452,TV Show,Thriller,1972,PG,3 Seasons,Canada,3,1970,"#659900",false
Title 453,TV Show,Thriller,1975,PG-13,3 Seasons,Germany,0,1970,"#FF0000",false
Title 454,TV Show,Thriller,1957,PG-13,1 Seasons,United States,0,1950,"#FF0000",false
Title 455,TV Show,Documentary,2014,G,102 min,Australia,1,2010,"#CC3300",true
Title 456,TV Show,Sci-Fi,1975,PG,1 Seasons,South Korea,4,1970,"#32CC00",false
Title 457,Movie,Sci-Fi,1990,TV-PG,85 min,South Korea,4,1990,"#32CC00",true
Title 458,Movie,Sci-Fi,2021,R,3 Seasons,United States,2,2020,"#996600",false
Title 459,TV Show,Drama,2022,PG-13,164 min,South Korea,5,2020,"#00FF00",true
Title 460,TV Show,Comedy,2002,PG,173 min,India,1,2000,"#CC3300",true
Title 461,TV Show,Comedy,1983,TV-14,136 min,United Kingdom,5,1980,"#00FF00",true
Title 462,Movie,Drama,1988,PG,3 Seasons,United Kingdom,4,1980,"#32CC00",false
Title 463,Movie,Romance,1979,TV-14,1 Seasons,Australia,5,1970,"#00FF00",false
Title 464,Movie,Documentary,2013,TV-MA,156 min,Australia,3,2010,"#659900",true
Title 465,Movie,Comedy,2019,TV-MA,3 Seasons,United Kingdom,5,2010,"#00FF00",false
Title 466,Movie,Sci-Fi,2000,PG-13,3 Seasons,South Korea,4,2000,"#32CC00",false
Title 467,Movie,Comedy,2010,TV-14,2 Seasons,Japan,1,2010,"#CC3300",false
Title 468,TV Show,Romance,2004,TV-PG,123 min,United Kingdom,0,2000,"#FF0000",true
Title 469,TV Show,Horror,1952,R,1 Seasons,United States,0,1950,"#FF0000",false
Title 470,Movie,Thriller,2014,TV-MA,1 Seasons,Canada,4,2010,"#32CC00",false
Title 471,Movie,Thriller,1996,G,1 Seasons,Canada,2,1990,"#996600",false
Title 472,Movie,Horror,2007,TV-PG,3 Seasons,India,3,2000,"#659900",false
Title 473,TV Show,Horror,2016,TV-14,113 min,United Kingdom,1,2010,"#CC3300",true
Title 474,TV Show,Horror,2015,PG-13,1 Seasons,India,2,2010,"#996600",false
Title 475,TV Show,Thriller,1998,PG-13,76 min,United States,5,1990,"#00FF00",true
Title 476,TV Show,Romance,1976,PG,3 Seasons,Japan,2,1970,"#996600",false
Title 477,TV Show,Action,1983,TV-14,168 min,Canada,5,1980,"#00FF00",true
Title 478,TV Show,Comedy,1974,R,66 min,India,2,1970,"#996600",true
Title 479,Movie,Comedy,1956,R,118 min,Germany,4,1950,"#32CC00",true
Title 480,Movie,Sci-Fi,2008,TV-MA,176 min,Japan,5,2000,"#00FF00",true
Title 481,TV Show,Action,1957,TV-MA,170 min,United Kingdom,1,1950,"#CC3300",true
Title 482,TV Show,Thriller,1994,R,3 Seasons,Japan,0,1990,"#FF0000",false
Title 483,Movie,Horror,1979,TV-14,2 Seasons,India,0,1970,"#FF0000",false
Title 484,Movie,Drama,2014,PG,3 Seasons,Canada,4,2010,"#32CC00",false
Title 485,Movie,Drama,1988,G,3 Seasons,Canada,1,1980,"#CC3300",false
Title 486,TV Show,Drama,1982,TV-PG,67 min,Australia,4,1980,"#32CC00",true
Title 487,Movie,Romance,1956,TV-14,1 Seasons,India,2,1950,"#996600",false
Title 488,TV Show,Documentary,1974,G,97 min,Germany,0,1970,"#FF0000",true
Title 489,TV Show,Thriller,1953,TV-14,2 Seasons,India,2,1950,"#996600",false
Title 490,TV Show,Documentary,1969,TV-MA,65 min,Japan,2,1960,"#996600",true
Title 491,TV Show,Romance,1950,PG,1 Seasons,United Kingdom,4,1950,"#32CC00",false
Title 492,TV Show,Drama,1989,PG,1 Seasons,United States,2,1980,"#996600",false
Title 493,Movie,Thriller,1998,PG,171 min,Japan,2,1990,"#996600",true
Title 494,Movie,Romance,2008,TV-MA,3 Seasons,Germany,2,2000,"#996600",false
Title 495,TV Show,Sci-Fi,1990,TV-14,1 Seasons,Australia,4,1990,"#32CC00",false
Title 496,Movie,Horror,1983,TV-14,3 Seasons,India,5,1980,"#00FF00",false
Title 497,Movie,Comedy,1996,TV-PG,3 Seasons,Japan,5,1990,"#00FF00",false
Title 498,TV Show,Comedy,1983,G,3 Seasons,Canada,2,1980,"#996600",false
Title 499,TV Show,Documentary,1950,TV-MA,2 Seasons,Germany,2,1950,"#996600",false
Title 500,TV Show,Horror,1950,G,1 Seasons,Australia,5,1950,"#00FF00",false
Title 501,TV Show,Drama,2003,G,131 min,Canada,2,2000,"#996600",true
Title 502,TV Show,Drama,1955,G,1 Seasons,India,4,1950,"#32CC00",false
Title 503,TV Show,Sci-Fi,1990,TV-MA,151 min,Japan,4,1990,"#32CC00",true
Title 504,TV Show,Action,1995,G,3 Seasons,Japan,0,1990,"#FF0000",false
Title 505,Movie,Drama,1985,G,3 Seasons,United States,0,1980,"#FF0000",false
Title 506,TV Show,Drama,1956,TV-MA,109 min,United Kingdom,5,1950,"#00FF00",true
Title 507,Movie,Drama,1964,PG,2 Seasons,South Korea,4,1960,"#32CC00",false
Title 508,Movie,Comedy,1979,PG-13,113 min,United Kingdom,5,1970,"#00FF00",true
Title 509,TV Show,Thriller,1953,G,79 min,United States,2,1950,"#996600",true
Title 510,TV Show,Thriller,1963,G,1 Seasons,Canada,1,1960,"#CC3300",false
Title 511,TV Show,Thriller,1978,G,2 Seasons,South Korea,1,1970,"#CC3300",false
Title 512,Movie,Sci-Fi,1956,TV-14,76 min,Canada,5,1950,"#00FF00",true
Title 513,TV Show,Romance,1970,TV-14,70 min,Japan,4,1970,"#32CC00",true
Title 514,Movie,Drama,1959,TV-MA,71 min,Canada,5,1950,"#00FF00",true
Title 515,TV Show,Sci-Fi,1960,PG,1 Seasons,South Korea,2,1960,"#996600",false
Title 516,Movie,Action,2020,PG,3 Seasons,Germany,5,2020,"#00FF00",false
Title 517,Movie,Comedy,1959,TV-14,78 min,Germany,5,1950,"#00FF00",true
Title 518,TV Show,Documentary,2021,TV-PG,121 min,Japan,4,2020,"#32CC00",true
Title 519,Movie,Documentary,1957,G,2 Seasons,Japan,5,1950,"#00FF00",false
Title 520,Movie,Romance,2009,TV-MA,83 min,Australia,2,2000,"#996600",true
Title 521,Movie,Action,1989,G,1 Seasons,United Kingdom,0,1980,"#FF0000",false
Title 522,Movie,Romance,1991,TV-PG,1 Seasons,United Kingdom,4,1990,"#32CC00",false
Title 523,TV Show,Documentary,1998,R,3 Seasons,Germany,2,1990,"#996600",false
Title 524,TV Show,Horror,2013,TV-MA,95 min,Canada,2,2010,"#996600",true
Title 525,Movie,Drama,1987,PG-13,132 min,Australia,1,1980,"#CC3300",true
Title 526,TV Show,Sci-Fi,2023,G,3 Seasons,Canada,5,2020,"#00FF00",false
Title 527,TV Show,Horror,1982,TV-PG,3 Seasons,Canada,2,1980,"#996600",false
Title 528,TV Show,Horror,1963,R,95 min,Australia,1,1960,"#CC3300",true
Title 529,Movie,Drama,1960,PG-13,151 min,United States,3,1960,"#659900",true
Title 530,Movie,Thriller,1966,R,3 Seasons,South Korea,2,1960,"#996600",false
Title 531,TV Show,Thriller,1991,TV-PG,2 Seasons,Germany,2,1990,"#996600",false
Title 532,TV Show,Thriller,1977,G,112 min,United States,1,1970,"#CC3300",true
Title 533,Movie,Sci-Fi,1954,PG-13,1 Seasons,Australia,4,1950,"#32CC00",false
Title 534,TV Show,Horror,2019,R,90 min,United Kingdom,0,2010,"#FF0000",true
Title 535,Movie,Comedy,1973,R,180 min,Germany,1,1970,"#CC3300",true
Title 536,Movie,Thriller,1955,PG-13,1 Seasons,India,0,1950,"#FF0000",false
Title 537,TV Show,Action,2003,TV-14,152 min,Australia,3,2000,"#659900",true
Title 538,Movie,Romance,1975,TV-14,87 min,Australia,0,1970,"#FF0000",true
Title 539,TV Show,Romance,2021,R,1 Seasons,India,5,2020,"#00FF00",false
Title 540,TV Show,Romance,1950,TV-PG,61 min,Germany,4,1950,"#32CC00",true
Title 541,TV Show,Thriller,1981,PG-13,97 min,Australia,2,1980,"#996600",true
Title 542,TV Show,Documentary,1961,R,1 Seasons,Canada,4,1960,"#32CC00",false
Title 543,Movie,Documentary,1955,PG,176 min,Australia,0,1950,"#FF0000",true
Title 544,Movie,Comedy,2001,PG-13,3 Seasons,United Kingdom,0,2000,"#FF0000",false
Title 545,Movie,Thriller,1987,PG-13,1 Seasons,United Kingdom,5,1980,"#00FF00",false
Title 546,TV Show,Horror,2020,TV-PG,3 Seasons,Canada,0,2020,"#FF0000",false
Title 547,Movie,Action,2011,PG,3 Seasons,Canada,1,2010,"#CC3300",false
Title 548,Movie,Romance,1995,TV-14,2 Seasons,United States,4,1990,"#32CC00",false
Title 549,Movie,Documentary,1985,R,2 Seasons,United Kingdom,3,1980,"#659900",false
Title 550,TV Show,Comedy,2008,PG-13,2 Seasons,United States,3,2000,"#659900",false
Title 551,Movie,Comedy,2006,G,82 min,Germany,5,2000,"#00FF00",true
Title 552,Movie,Comedy,1975,TV-PG,87 min,United Kingdom,0,1970,"#FF0000",true
Title 553,TV Show,Thriller,2008,R,171 min,India,2,2000,"#996600",true
Title 554,TV Show,Romance,1953,PG,2 Seasons,India,4,1950,"#32CC00",false
Title 555,Movie,Comedy,1954,R,107 min,Canada,4,1950,"#32CC00",true
Title 556,TV Show,Drama,1962,TV-MA,81 min,Canada,0,1960,"#FF0000",true
Title 557,TV Show,Sci-Fi,1998,TV-14,114 min,United States,0,1990,"#FF0000",true
Title 558,Movie,Action,1976,R,79 min,Canada,0,1970,"#FF0000",true
Title 559,Movie,Romance,1991,TV-PG,80 min,Germany,0,1990,"#FF0000",true
Title 560,Movie,Comedy,2007,TV-MA,1 Seasons,South Korea,4,2000,"#32CC00",false
Title 561,TV Show,Comedy,1994,G,119 min,South Korea,0,1990,"#FF0000",true
Title 562,Movie,Drama,2009,TV-14,168 min,India,0,2000,"#FF0000",true
Title 563,Movie,Documentary,1994,TV-PG,80 min,United Kingdom,3,1990,"#659900",true
Title 564,TV Show,Documentary,2009,TV-MA,171 min,United Kingdom,1,2000,"#CC3300",true
Title 565,Movie,Horror,2002,TV-PG,1 Seasons,Australia,5,2000,"#00FF00",false
Title 566,Movie,Sci-Fi,1976,G,3 Seasons,United Kingdom,2,1970,"#996600",false
Title 567,Movie,Romance,1970,TV-PG,106 min,Australia,1,1970,"#CC3300",true
Title 568,Movie,Horror,2006,TV-14,2 Seasons,Germany,3,2000,"#659900",false
Title 569,TV Show,Action,2014,PG,3 Seasons,India,3,2010,"#659900",false
Title 570,Movie,Thriller,1995,TV-PG,2 Seasons,United States,0,1990,"#FF0000",false
Title 571,TV Show,Documentary,1979,TV-PG,2 Seasons,India,3,1970,"#659900",false
Title 572,TV Show,Documentary,1974,PG-13,1 Seasons,Japan,0,1970,"#FF0000",false
Title 573,Movie,Thriller,1973,TV-14,1 Seasons,Canada,0,1970,"#FF0000",false
Title 574,TV Show,Drama,2014,PG-13,1 Seasons,Canada,2,2010,"#996600",false
Title 575,Movie,Romance,1990,TV-MA,87 min,Australia,0,1990,"#FF0000",true
Title 576,TV Show,Drama,2001,PG-13,75 min,India,5,2000,"#00FF00",true
Title 577,Movie,Thriller,1956,TV-MA,126 min,Germany,2,1950,"#996600",true
Title 578,TV Show,Romance,1996,G,88 min,Canada,2,1990,"#996600",true
Title 579,Movie,Action,1988,G,3 Seasons,South Korea,0,1980,"#FF0000",false
Title 580,Movie,Thriller,1971,G,2 Seasons,Canada,5,1970,"#00FF00",false
Title 581,Movie,Horror,2003,TV-PG,158 min,Australia,3,2000,"#659900",true
Title 582,TV Show,Romance,1966,TV-MA,3 Seasons,South Korea,5,1960,"#00FF00",false
Title 583,Movie,Documentary,1994,G,3 Seasons,India,2,1990,"#996600",false
Title 584,TV Show,Action,1978,PG,79 min,United States,4,1970,"#32CC00",true
Title 585,TV Show,Comedy,1989,TV-PG,1 Seasons,United States,5,1980,"#00FF00",false
Title 586,TV Show,Horror,1960,TV-MA,126 min,Canada,3,1960,"#659900",true
Title 587,TV Show,Horror,1970,PG,74 min,United Kingdom,1,1970,"#CC3300",true
Title 588,Movie,Thriller,1954,PG,3 Seasons,South Korea,5,1950,"#00FF00",false
Title 589,Movie,Comedy,1994,R,1 Seasons,United Kingdom,0,1990,"#FF0000",false
Title 590,Movie,Drama,1965,TV-MA,118 min,United Kingdom,2,1960,"#996600",true
Title 591,Movie,Drama,1970,TV-14,67 min,Canada,1,1970,"#CC3300",true
Title 592,TV Show,Action,2020,R,1 Seasons,United States,0,2020,"#FF0000",false
Title 593,Movie,Action,2017,PG-13,1 Seasons,Germany,0,2010,"#FF0000",false
Title 594,Movie,Documentary,1962,TV-PG,130 min,Canada,3,1960,"#659900",true
Title 595,TV Show,Horror,1986,TV-PG,101 min,Australia,4,1980,"#32CC00",true
